SMILES,COc1cccc(F)c1C(=O)N1CCOC(C#N)C1,Druglikeness 
CCOC1CCCN(C(=O)c2nc(C(C)(C)C)n[nH]2)C1,CCOC1CCCN(C(=O)c2nc(C(C)(C)C)n[nH]2)C1,-4.0868
COc1ccc(NC(C)=O)cc1NC(=O)c1ccccc1S(C)(=O)=O,COc1ccc(NC(C)=O)cc1NC(=O)c1ccccc1S(C)(=O)=O,2.3446
CCC(C)NC(=O)C(=O)Nc1cc(NC(C)=O)ccc1F,CCC(C)NC(=O)C(=O)Nc1cc(NC(C)=O)ccc1F,0.691
CC[NH+]1CCCN(C(=O)Nc2cccc(N3CCOC3=O)c2C)CC1,CC[NH+]1CCCN(C(=O)Nc2cccc(N3CCOC3=O)c2C)CC1,-0.89052
CCN(Cc1ccccc1C)C(=O)NC(C)c1ccc2c(c1)NC(=O)CO2,CCN(Cc1ccccc1C)C(=O)NC(C)c1ccc2c(c1)NC(=O)CO2,6.2211
CC1CC(O)(C2(C#N)CCC(C(C)(C)C)CC2)CCO1,CC1CC(O)(C2(C#N)CCC(C(C)(C)C)CC2)CCO1,-8.62
Cc1nccn1-c1ccc(CNC(=O)c2cccc(S(=O)(=O)N3CC(C)CC(C)C3)c2)cc1F,Cc1nccn1-c1ccc(CNC(=O)c2cccc(S(=O)(=O)N3CC(C)CC(C)C3)c2)cc1F,-0.41718
CCn1c(C[NH2+]CCSc2ccccc2)nc2ccccc21,CCn1c(C[NH2+]CCSc2ccccc2)nc2ccccc21,1.6949
CCNC(=O)COc1ccc(NC(=O)c2cc(F)cc3[nH]cnc23)cc1,CCNC(=O)COc1ccc(NC(=O)c2cc(F)cc3[nH]cnc23)cc1,0.9365
O=C(c1ccco1)N1CCCC1C(O)c1nc2ccccc2s1,O=C(c1ccco1)N1CCCC1C(O)c1nc2ccccc2s1,5.6245
O=C(CNc1n[nH]c(=O)[nH]c1=O)NN=Cc1ccc(F)cc1,O=C(CNc1n[nH]c(=O)[nH]c1=O)NN=Cc1ccc(F)cc1,5.4779
CC(C)(C)c1cc(NC(=O)c2ccc(S(=O)(=O)NC3CC3)cc2)[nH]n1,CC(C)(C)c1cc(NC(=O)c2ccc(S(=O)(=O)NC3CC3)cc2)[nH]n1,2.4161
N#Cc1cc(NC(=O)NC(CN2CCCC2=O)c2ccccc2)ccc1F,N#Cc1cc(NC(=O)NC(CN2CCCC2=O)c2ccccc2)ccc1F,-1.415
CCN(C(=O)C(C)Sc1nc2ccccc2c(=O)n1C(C)C)c1ccccc1,CCN(C(=O)C(C)Sc1nc2ccccc2c(=O)n1C(C)C)c1ccccc1,4.0951
CC(CCS)CCn1c(=O)oc2ccc([N+](=O)[O-])cc21,CC(CCS)CCn1c(=O)oc2ccc([N+](=O)[O-])cc21,-13.525
COc1ccc(NC=C2C(=O)OC(C)(C)OC2=O)cn1,COc1ccc(NC=C2C(=O)OC(C)(C)OC2=O)cn1,-10.196
NC(=O)c1ccccc1NC(=O)c1ccc(OCCc2ccccc2)c(Br)c1,NC(=O)c1ccccc1NC(=O)c1ccc(OCCc2ccccc2)c(Br)c1,-1.0488
Cc1cc(Oc2cccc(-c3nnco3)c2)nc(C)n1,Cc1cc(Oc2cccc(-c3nnco3)c2)nc(C)n1,0.048712
Cc1ocnc1C[NH+]1CCN(C(C)c2cccc(F)c2)CC1,Cc1ocnc1C[NH+]1CCN(C(C)c2cccc(F)c2)CC1,-0.67298
CCS(=O)(=O)CCN(C)C(=O)Cc1csc(-c2ccc(C)o2)n1,CCS(=O)(=O)CCN(C)C(=O)Cc1csc(-c2ccc(C)o2)n1,2.6033
Cc1cccc2[nH]c(SCC(=O)OC(C)C)nc12,Cc1cccc2[nH]c(SCC(=O)OC(C)C)nc12,-2.2074
O=C(CC1CCCN1C(=O)C1COc2ccccc2C1)c1ccccc1,O=C(CC1CCCN1C(=O)C1COc2ccccc2C1)c1ccccc1,4.5707
O=C1CC([NH2+]CCC2=CCCCC2)C(=O)N1c1cccc(Cl)c1Cl,O=C1CC([NH2+]CCC2=CCCCC2)C(=O)N1c1cccc(Cl)c1Cl,-3.3807
CCNc1ccc2c(OC)ccc(F)c2n1,CCNc1ccc2c(OC)ccc(F)c2n1,-1.7052
CC1(C)CCC[NH+]1CC(=O)N1CCOC2CCCCC21,CC1(C)CCC[NH+]1CC(=O)N1CCOC2CCCCC21,-1.5879
CCCCN(CC)C(=O)C1c2ccccc2C(=O)N2CCc3cc(OC)c(OC)cc3C12,CCCCN(CC)C(=O)C1c2ccccc2C(=O)N2CCc3cc(OC)c(OC)cc3C12,4.2289
CC(c1ccc(Cl)cc1)N1CCN(C(=O)NCC2CCCO2)CC1,CC(c1ccc(Cl)cc1)N1CCN(C(=O)NCC2CCCO2)CC1,5.5222
COc1ccc(NC(=O)CCSc2nnc3c(n2)[nH]c2ccccc23)cc1,COc1ccc(NC(=O)CCSc2nnc3c(n2)[nH]c2ccccc23)cc1,1.3565
CCOCC([NH2+]C)C1CCCCCC1,CCOCC([NH2+]C)C1CCCCCC1,-7.6965
CC1CC2(C)CC(C)C1(COC(=O)Nc1ccccc1)CO2,CC1CC2(C)CC(C)C1(COC(=O)Nc1ccccc1)CO2,-7.2
CCOC1CCN(C(=O)c2sc(-c3ccccn3)nc2C)CC1,CCOC1CCN(C(=O)c2sc(-c3ccccn3)nc2C)CC1,0.2573
CC1CCCCC1NC(=O)Nc1ccccc1-n1cccn1,CC1CCCCC1NC(=O)Nc1ccccc1-n1cccn1,-0.2546
COc1cccc(CNC(=O)C2OCC(=O)N(C)C2c2ccccc2F)c1,COc1cccc(CNC(=O)C2OCC(=O)N(C)C2c2ccccc2F)c1,3.6101
O=C([O-])CC1(NC(=O)c2ccc3cc[nH]c3c2)CCC1,O=C([O-])CC1(NC(=O)c2ccc3cc[nH]c3c2)CCC1,1.3245
Cc1nc(-c2ccccc2F)sc1C(C)[NH2+]Cc1ncn(C)n1,Cc1nc(-c2ccccc2F)sc1C(C)[NH2+]Cc1ncn(C)n1,2.9846
COc1ccc(C2=C(C)C(=O)N(CC(=O)Nc3ccc(Br)cc3F)S2(=O)=O)cc1,COc1ccc(C2=C(C)C(=O)N(CC(=O)Nc3ccc(Br)cc3F)S2(=O)=O)cc1,1.8692
CCC(CC)c1nnc(NC(=O)C(=O)NCC2CCCC(O)C2)s1,CCC(CC)c1nnc(NC(=O)C(=O)NCC2CCCC(O)C2)s1,1.233
CC(C)c1nn(-c2ccccc2)c2c1C(c1ccc(CO)o1)CC(=O)N2,CC(C)c1nn(-c2ccccc2)c2c1C(c1ccc(CO)o1)CC(=O)N2,4.9682
CCNC(=O)C1CCN(C(=O)Nc2cccc(Cl)c2N(C)C)CC1,CCNC(=O)C1CCN(C(=O)Nc2cccc(Cl)c2N(C)C)CC1,6.8468
CCCc1cc2c(c(=O)n1CCO)C(c1ccc(Cl)cc1Cl)C(C#N)=C(N)O2,CCCc1cc2c(c(=O)n1CCO)C(c1ccc(Cl)cc1Cl)C(C#N)=C(N)O2,-1.7744
CCn1c(=O)c(C(=O)CN2CCN(C(=O)c3ccco3)CC2)c(N)n(Cc2ccccc2)c1=O,CCn1c(=O)c(C(=O)CN2CCN(C(=O)c3ccco3)CC2)c(N)n(Cc2ccccc2)c1=O,10.009
Cc1c(N2C(=N)SC(=Cc3cccnc3)C2=O)c(=O)n(-c2ccccc2)n1C,Cc1c(N2C(=N)SC(=Cc3cccnc3)C2=O)c(=O)n(-c2ccccc2)n1C,5.7945
CC(=O)c1c(C)nsc1NC(C)Cc1ccsc1,CC(=O)c1c(C)nsc1NC(C)Cc1ccsc1,4.5178
CC(CCCO)NC(=O)NC1CCC([NH+]2CCCCC2)CC1,CC(CCCO)NC(=O)NC1CCC([NH+]2CCCCC2)CC1,-3.755
COc1ccccc1C[NH+]1CCNC(=O)C1CC(=O)NC1CCC1,COc1ccccc1C[NH+]1CCNC(=O)C1CC(=O)NC1CCC1,2.4955
O=C1CCc2cc(C(=O)Nc3ccc4c(c3)COC4)ccc2N1,O=C1CCc2cc(C(=O)Nc3ccc4c(c3)COC4)ccc2N1,-2.0133
Cc1nc(C)c(C(=O)NCC(C)(O)C(C)C)o1,Cc1nc(C)c(C(=O)NCC(C)(O)C(C)C)o1,2.4802
COC1CCC(NCC(=O)O)CC1,COC1CCC([NH2+]CC(=O)[O-])CC1,-2.4997
CC(C)c1nc(C(=O)NCC2CC3CCC2C3)n[nH]1,CC(C)c1nc(C(=O)NCC2CC3CCC2C3)n[nH]1,3.7816
CCOC(=O)C1CCN(C(=O)Cn2cnc(-c3ccc(F)cc3)cc2=O)CC1,CCOC(=O)C1CCN(C(=O)Cn2cnc(-c3ccc(F)cc3)cc2=O)CC1,-1.3767
O=C(COC(=O)c1nc(-c2ccccc2)n(-c2ccccc2)n1)c1ccc2c(c1)OCO2,O=C(COC(=O)c1nc(-c2ccccc2)n(-c2ccccc2)n1)c1ccc2c(c1)OCO2,4.4931
CN(C)N=Cc1ccc(OC(=O)c2ccccc2Cl)cc1,CN(C)N=Cc1ccc(OC(=O)c2ccccc2Cl)cc1,1.5805
CCOc1ccccc1C1SCC(=O)Nc2c1c(C)nn2-c1nc2ccccc2s1,CCOc1ccccc1C1SCC(=O)Nc2c1c(C)nn2-c1nc2ccccc2s1,4.2446
Cc1nc(CC(O)Cc2ccccc2Br)sc1C,Cc1nc(CC(O)Cc2ccccc2Br)sc1C,-0.81218
O=C([O-])C1CC=CCC1c1nc2cc(Cl)ccc2o1,O=C([O-])C1CC=CCC1c1nc2cc(Cl)ccc2o1,0.36626
COc1ccc(NC(=O)CN2C(=O)SC(=Cc3ccccc3)C2=O)cc1,COc1ccc(NC(=O)CN2C(=O)SC(=Cc3ccccc3)C2=O)cc1,5.1796
CC1(Cc2ccccc2)CC[NH2+]CC1Cc1ccccc1,CC1(Cc2ccccc2)CC[NH2+]CC1Cc1ccccc1,-0.69345
CCN(C(=O)CNc1ccc(C(=O)N2CCCC2)cc1)c1ccccc1,CCN(C(=O)CNc1ccc(C(=O)N2CCCC2)cc1)c1ccccc1,5.0877
COC(=O)c1sc2ccc([N+](=O)[O-])cc2c1NC(=O)C(F)(OC)C(F)(F)F,COC(=O)c1sc2ccc([N+](=O)[O-])cc2c1NC(=O)C(F)(OC)C(F)(F)F,-29.994
COc1ccccc1C1=NN(C(=O)CN2CCc3ccccc3C2)C(c2cccc(F)c2)C1,COc1ccccc1C1=NN(C(=O)CN2CCc3ccccc3C2)C(c2cccc(F)c2)C1,3.8957
O=C(OC(C(=O)NCC1CCCO1)c1cccnc1)C1=Cc2ccccc2OC1,O=C(OC(C(=O)NCC1CCCO1)c1cccnc1)C1=Cc2ccccc2OC1,1.8964
COC(=O)c1ccc(N2C(=O)C3C4C=CC(C4=C4CCCCC4)C3C2=O)cc1,COC(=O)c1ccc(N2C(=O)C3C4C=CC(C4=C4CCCCC4)C3C2=O)cc1,-4.6672
COc1cc(Cl)c(C)cc1NC(=O)CCOc1ccccc1Cl,COc1cc(Cl)c(C)cc1NC(=O)CCOc1ccccc1Cl,0.72518
Cc1ccc(C2(O)C(=O)c3ccccc3C2=O)cc1,Cc1ccc(C2(O)C(=O)c3ccccc3C2=O)cc1,0.725
Cc1ccc(NC(=O)C(C)(C)C)cc1NC(=O)Cc1c(C)nn(-c2ccccc2)c1C,Cc1ccc(NC(=O)C(C)(C)C)cc1NC(=O)Cc1c(C)nn(-c2ccccc2)c1C,0.69713
CCc1ccc2[nH]c(=O)c(C[NH2+]CCc3ccc4c(c3)OCO4)cc2c1,CCc1ccc2[nH]c(=O)c(C[NH2+]CCc3ccc4c(c3)OCO4)cc2c1,2.0899
Cc1nc(-c2cc3c(s2)CCN(C(=O)c2cncc(O)c2)C3)cs1,Cc1nc(-c2cc3c(s2)CCN(C(=O)c2c[nH+]cc([O-])c2)C3)cs1,6.7873
Cc1noc(NC(=O)c2cccc(C#N)c2)n1,Cc1noc(NC(=O)c2cccc(C#N)c2)n1,-2.7005
CCCCNC(=O)NCc1ccc(OC)nc1,CCCCNC(=O)NCc1ccc(OC)nc1,-0.56895
COc1ccc(NC(=O)c2ccc(Br)cc2)cc1,COc1ccc(NC(=O)c2ccc(Br)cc2)cc1,-1.0325
Cc1cnn(C(C)C(=O)N(C)Cc2ccc(-n3cccn3)cc2)c1,Cc1cnn(C(C)C(=O)N(C)Cc2ccc(-n3cccn3)cc2)c1,7.6038
CC(CO)C[NH2+]Cc1cn(C)nc1-c1ccccc1,CC(CO)C[NH2+]Cc1cn(C)nc1-c1ccccc1,-0.6635
COc1ccc(OCCC2OCCCO2)c(C(C)(C)C)c1,COc1ccc(OCCC2OCCCO2)c(C(C)(C)C)c1,-3.8841
COc1ccc(S(=O)Cc2nc3cc(N)ccc3o2)cc1,COc1ccc(S(=O)Cc2nc3cc(N)ccc3o2)cc1,-1.8831
C[NH+]1CCCN(CC2(CO)COC2)c2cc(F)ccc21,C[NH+]1CCCN(CC2(CO)COC2)c2cc(F)ccc21,0.52278
COc1cccc(OC)c1OCC(=O)C(C)C,COc1cccc(OC)c1OCC(=O)C(C)C,-1.7821
CNC1(C(=O)O)CCC(Sc2nnnn2C2CCCC2)C1,C[NH2+]C1(C(=O)[O-])CCC(Sc2nnnn2C2CCCC2)C1,-0.50032
C=Cc1ccc(Cn2nc3n(C)c(=O)c4ccc(C(=O)NC(C)CC)cc4n3c2=O)cc1,C=Cc1ccc(Cn2nc3n(C)c(=O)c4ccc(C(=O)NC(C)CC)cc4n3c2=O)cc1,5.0527
COC(=O)C1CCCN1Cc1cccc(F)c1,COC(=O)C1CCCN1Cc1cccc(F)c1,0.53563
CC(OC(=O)C1CCCC1)c1ccc(Cl)cc1,CC(OC(=O)C1CCCC1)c1ccc(Cl)cc1,-4.1178
COc1cccc(Sc2ccc(N)c(OCC3CC3)n2)c1,COc1cccc(Sc2ccc(N)c(OCC3CC3)n2)c1,0.32039
O=C(NCc1nc(-c2cccs2)n[nH]1)c1ccccc1O,O=C(NCc1nc(-c2cccs2)n[nH]1)c1ccccc1O,4.6655
CC(=O)Nc1ccc(C(=O)N2CC(c3ccc(F)cc3)C3C2CCC[NH+]3C)cc1,CC(=O)Nc1ccc(C(=O)N2CC(c3ccc(F)cc3)C3C2CCC[NH+]3C)cc1,2.0878
Cc1c2c(=O)n(-c3nc4ccccc4s3)[nH]c2cc(=O)n1CC(C)C,Cc1c2c(=O)n(-c3nc4ccccc4s3)[nH]c2cc(=O)n1CC(C)C,-1.0202
CCC1CN(C(=O)c2cnn(-c3ccccc3F)c2C(F)(F)F)CCO1,CCC1CN(C(=O)c2cnn(-c3ccccc3F)c2C(F)(F)F)CCO1,0.32487
CC(O)(CNC(=O)C1CC(=O)N(c2ccccc2)C1)c1ccc(-c2ccccc2)cc1,CC(O)(CNC(=O)C1CC(=O)N(c2ccccc2)C1)c1ccc(-c2ccccc2)cc1,6.6473
CCc1nc(-c2csc(S(=O)(=O)N3CCCC(C(=O)Nc4ccc(F)c(Cl)c4)C3)c2)no1,CCc1nc(-c2csc(S(=O)(=O)N3CCCC(C(=O)Nc4ccc(F)c(Cl)c4)C3)c2)no1,2.3182
CC(OC(=O)COc1ccc2ccc(=O)oc2c1)c1ccc([N+](=O)[O-])cc1,CC(OC(=O)COc1ccc2ccc(=O)oc2c1)c1ccc([N+](=O)[O-])cc1,-9.3618
CCC(CC)(C(O)C1CCOC2(CCOC2)C1)[NH+](C)C,CCC(CC)(C(O)C1CCOC2(CCOC2)C1)[NH+](C)C,-0.72625
NC(=O)CN1CCC([NH2+]Cc2ccc(OC(F)(F)F)cc2)CC1,NC(=O)CN1CCC([NH2+]Cc2ccc(OC(F)(F)F)cc2)CC1,-3.0429
COc1ccc(C[NH+]2CCSC3CCCCC32)cc1OCCCC#N,COc1ccc(C[NH+]2CCSC3CCCCC32)cc1OCCCC#N,-16.317
CCCCC(=O)NN=CC(C)=Cc1ccccc1,CCCCC(=O)NN=CC(C)=Cc1ccccc1,-1.225
Cc1cc(C)n(-c2cncc(NCCCc3ccc(O)cc3)n2)n1,Cc1cc(C)n(-c2cncc(NCCCc3ccc(O)cc3)n2)n1,2.7013
CC(C)c1noc(-c2ccc(NC(=O)NC3CCOC4(CCOC4)C3)cc2)n1,CC(C)c1noc(-c2ccc(NC(=O)NC3CCOC4(CCOC4)C3)cc2)n1,1.3798
COc1ccc(CNC(=O)C23CC4CC(CC(NC(C)=O)(C4)C2)C3)cc1,COc1ccc(CNC(=O)C23CC4CC(CC(NC(C)=O)(C4)C2)C3)cc1,2.4641
CC(CC(C)(C)c1ccccc1)NC(=O)C1COc2ccccc21,CC(CC(C)(C)c1ccccc1)NC(=O)C1COc2ccccc21,3.2442
CCOc1ccc(NC(=O)NCC2CCCO2)cc1Cl,CCOc1ccc(NC(=O)NCC2CCCO2)cc1Cl,-1.1833
Cc1sc(NC(=O)C=Cc2cccs2)c(C(=O)OC(C)C)c1C,Cc1sc(NC(=O)C=Cc2cccs2)c(C(=O)OC(C)C)c1C,-1.3785
CCC(C)c1ccc(S(=O)(=O)Nc2cc3c(cc2Cl)OCCCO3)cc1,CCC(C)c1ccc(S(=O)(=O)Nc2cc3c(cc2Cl)OCCCO3)cc1,2.8846
CN(Cc1ccccc1Br)C(=O)C(=O)Nc1ccc2c(c1)COC2,CN(Cc1ccccc1Br)C(=O)C(=O)Nc1ccc2c(c1)COC2,-0.2607
CC1CCN(C(=O)c2cn(C)nc2-c2ccccc2)C1C,CC1CCN(C(=O)c2cn(C)nc2-c2ccccc2)C1C,7.0298
CCN(CC1CC1)C(=O)Nc1ccc(C(=O)NC2CC2)cc1,CCN(CC1CC1)C(=O)Nc1ccc(C(=O)NC2CC2)cc1,7.2858
CC(C)c1nc(CC(=O)N2CCCC(O)C2)cs1,CC(C)c1nc(CC(=O)N2CCCC(O)C2)cs1,5.95
CCC[NH2+]C(C)c1cccc(OC2CCCCNC2=O)c1,CCC[NH2+]C(C)c1cccc(OC2CCCCNC2=O)c1,-1.0373
CN(C(=O)C1CC1)C1C2C[NH+]3CCC(O2)C13,CN(C(=O)C1CC1)C1C2C[NH+]3CCC(O2)C13,4.0869
CCc1cc(-c2ocnc2CCl)n(C)n1,CCc1cc(-c2ocnc2CCl)n(C)n1,3.4421
Cc1nn(-c2ccccc2)c(Cl)c1C(=O)NCC(C1CC1)C1CC1,Cc1nn(-c2ccccc2)c(Cl)c1C(=O)NCC(C1CC1)C1CC1,6.7136
CC(=O)NCc1ccc(C(=O)N(C)Cc2ccc(Br)s2)cc1,CC(=O)NCc1ccc(C(=O)N(C)Cc2ccc(Br)s2)cc1,3.275
Cc1ccc2ncc(C(=O)NC3CC(=O)N(C)C3c3ccc(F)cc3)n2c1,Cc1ccc2ncc(C(=O)NC3CC(=O)N(C)C3c3ccc(F)cc3)n2c1,5.5186
CCC(C)CN(C)C(=O)CC1(C(=O)[O-])CCCCCC1,CCC(C)CN(C)C(=O)CC1(C(=O)[O-])CCCCCC1,0.53087
O=C(NCCCF)c1cnn2cc(Br)cnc12,O=C(NCCCF)c1cnn2cc(Br)cnc12,-0.745
CCOCC(=O)Nc1cc(-c2cccs2)nn1-c1nc(C)c(C)c(=O)[nH]1,CCOCC(=O)Nc1cc(-c2cccs2)nn1-c1nc(C)c(C)c(=O)[nH]1,2.871
CCCC1(c2ccccc2)C(=O)NCNC1=O,CCCC1(c2ccccc2)C(=O)NCNC1=O,1.6712
Cc1ccc([N+](=O)[O-])c(N2CCC(C(N)=O)C2)c1,Cc1ccc([N+](=O)[O-])c(N2CCC(C(N)=O)C2)c1,-0.29458
Cc1ccc2sc(NCc3cccnc3)nc2c1C,Cc1ccc2sc(NCc3cccnc3)nc2c1C,0.44255
Cc1cc(C=C(C#N)c2ccc(F)cc2)c(C)n1-c1ccc(F)cc1,Cc1cc(C=C(C#N)c2ccc(F)cc2)c(C)n1-c1ccc(F)cc1,-4.5374
Cc1ncsc1C=Cc1nc2ccccc2s1,Cc1ncsc1C=Cc1nc2ccccc2s1,1.413
Cc1cc(F)cc(S(=O)(=O)NC(C)(C)c2nccs2)c1,Cc1cc(F)cc(S(=O)(=O)NC(C)(C)c2nccs2)c1,-0.75927
CC(C)CCCCNC(=O)NCC1CN2CCCC2CO1,CC(C)CCCCNC(=O)NCC1CN2CCCC2CO1,0.87216
O=C(c1nn(-c2ccccc2)c(=O)c2ccccc12)N1CCN(c2ccccc2)CC1,O=C(c1nn(-c2ccccc2)c(=O)c2ccccc12)N1CCN(c2ccccc2)CC1,9.206
CCN(CC)C(=O)c1cc(N)ccc1Cl,CCN(CC)C(=O)c1cc(N)ccc1Cl,3.6847
Cc1csc(C(C)NC(=O)C=Cc2cc(Br)cs2)n1,Cc1csc(C(C)NC(=O)C=Cc2cc(Br)cs2)n1,-2.2315
CN(Cc1ccc2c(c1)OCCO2)C(=O)c1ccc2ccccc2c1,CN(Cc1ccc2c(c1)OCCO2)C(=O)c1ccc2ccccc2c1,-3.1436
CC(=O)Nc1ccc(N2CC(C(=O)Nc3cccc(Br)c3)CC2=O)cc1,CC(=O)Nc1ccc(N2CC(C(=O)Nc3cccc(Br)c3)CC2=O)cc1,3.8324
CC(C)C(=O)NCC1CCC[NH+](Cc2cc(C(F)(F)F)ccc2F)C1,CC(C)C(=O)NCC1CCC[NH+](Cc2cc(C(F)(F)F)ccc2F)C1,-6.228
Cc1ncc(-c2ccc(S(=O)(=O)NC3CCCCCC3)s2)o1,Cc1ncc(-c2ccc(S(=O)(=O)NC3CCCCCC3)s2)o1,-1.9774
C[NH+](Cc1cccc(C(F)(F)F)c1)C1CCN(C(=O)Cn2ccc(=O)[nH]c2=O)CC1,C[NH+](Cc1cccc(C(F)(F)F)c1)C1CCN(C(=O)Cn2ccc(=O)[nH]c2=O)CC1,-5.7846
COCCCNc1ncnc2c1sc1nc(-c3ccccc3)c3c(c12)CC(C)(C)OC3,COCCCNc1ncnc2c1sc1nc(-c3ccccc3)c3c(c12)CC(C)(C)OC3,-1.4239
COc1ccc(F)cc1C(C(=O)O)N1CCN(Cc2noc(C)n2)CC1,COc1ccc(F)cc1C(C(=O)[O-])[NH+]1CCN(Cc2noc(C)n2)CC1,5.2998
COc1ccc2c(c1)C(c1csc(NC(=O)CC3=c4ccccc4=[NH+]C3)n1)C(C)N2C,COc1ccc2c(c1)C(c1csc(NC(=O)CC3=c4ccccc4=[NH+]C3)n1)C(C)N2C,6.6463
O=C(NCCc1cccs1)C1CCCN1C(=O)C12CC3CC(CC(C3)C1)C2,O=C(NCCc1cccs1)C1CCCN1C(=O)C12CC3CC(CC(C3)C1)C2,8.1715
COC(=O)c1cncc(N(C)CC2CCCOC2)n1,COC(=O)c1cncc(N(C)CC2CCCOC2)n1,-6.357
CC(NC(=O)NCCn1cc([N+](=O)[O-])cn1)c1ccc(Cl)s1,CC(NC(=O)NCCn1cc([N+](=O)[O-])cn1)c1ccc(Cl)s1,2.6037
COc1ccc(C2(C)NC(=O)N(N=Cc3c(C)nn(-c4ccccc4)c3C)C2=O)cc1,COc1ccc(C2(C)NC(=O)N(N=Cc3c(C)nn(-c4ccccc4)c3C)C2=O)cc1,7.1304
COc1cccc(CCNc2ncnc3c2oc2ccccc23)c1,COc1cccc(CCNc2ncnc3c2oc2ccccc23)c1,0.12289
CCCNC(=O)CS(=O)Cc1nc2ccccc2s1,CCCNC(=O)CS(=O)Cc1nc2ccccc2s1,1.5638
CCc1cnc(NC(=O)NC(CO)c2ccc(Cl)cc2)s1,CCc1cnc(NC(=O)NC(CO)c2ccc(Cl)cc2)s1,3.4227
CC1=NC2(O)c3ccccc3C(=O)C2(O)C1C(=O)OCCOc1ccccc1,CC1=NC2(O)c3ccccc3C(=O)C2(O)C1C(=O)OCCOc1ccccc1,-4.3976
CCC[NH2+]C(c1c(F)cc(OC)cc1F)C1(C)CCCO1,CCC[NH2+]C(c1c(F)cc(OC)cc1F)C1(C)CCCO1,-3.1727
CCn1nc(C)c2[nH]c(=S)n(CCCS(C)(=O)=O)c21,CCn1nc(C)c2[nH]c(=S)n(CCCS(C)(=O)=O)c21,2.134
CCOCC1CCN(C(=O)c2csc3c2CCCC3)C1,CCOCC1CCN(C(=O)c2csc3c2CCCC3)C1,-0.58475
[NH3+]C1CCC(c2nc(-c3ncc(Cl)cc3Cl)no2)CC1,[NH3+]C1CCC(c2nc(-c3ncc(Cl)cc3Cl)no2)CC1,-0.92543
Nc1cnc(C2CC[NH2+]C2)cn1,Nc1cnc(C2CC[NH2+]C2)cn1,-1.4642
CC(C=Cc1ccccc1)=NNC(=O)Nc1ccccc1,CC(C=Cc1ccccc1)=NNC(=O)Nc1ccccc1,3.3021
Cc1ccc(-c2ncc(CN3CCN(c4ncccc4F)CC3)s2)o1,Cc1ccc(-c2ncc(CN3CCN(c4ncccc4F)CC3)s2)o1,3.4608
Cc1cc(C)n(CC(C)CNC(=O)NCc2csc(C)n2)n1,Cc1cc(C)n(CC(C)CNC(=O)NCc2csc(C)n2)n1,6.9582
Fc1cc(CN2CCc3nc(Nc4ccc5c(c4)OCCO5)ncc3C2)ccc1Cl,Fc1cc(CN2CCc3nc(Nc4ccc5c(c4)OCCO5)ncc3C2)ccc1Cl,-6.3184
CN1CCOC2CN(C(=O)c3cn(C)nc3C(C)(C)C)CC21,CN1CCOC2CN(C(=O)c3cn(C)nc3C(C)(C)C)CC21,5.6238
CS(=O)(=O)N1CCCC1C(=O)N1CCCC(n2cccn2)C1,CS(=O)(=O)N1CCCC1C(=O)N1CCCC(n2cccn2)C1,8.6979
CCC(C)C(C(=O)OCc1nnc2n(C)c(=O)c3ccccc3n12)N1C(=O)c2ccccc2C1=O,CCC(C)C(C(=O)OCc1nnc2n(C)c(=O)c3ccccc3n12)N1C(=O)c2ccccc2C1=O,5.9938
CS(=O)Cc1cccc(C(=O)NCc2nccn2Cc2ccccc2)c1,CS(=O)Cc1cccc(C(=O)NCc2nccn2Cc2ccccc2)c1,2.0696
C[NH+]1CCCC(c2ccnc(Nc3ncccn3)n2)C1,C[NH+]1CCCC(c2ccnc(Nc3ncccn3)n2)C1,-1.8042
CC(C=NNC(=O)CNC(=O)c1cccc(Br)c1)=Cc1ccccc1,CC(C=NNC(=O)CNC(=O)c1cccc(Br)c1)=Cc1ccccc1,3.4483
Nc1ccc(C(O)(c2nc3ccccc3s2)C(F)(F)F)c2c1CCCC2,Nc1ccc(C(O)(c2nc3ccccc3s2)C(F)(F)F)c2c1CCCC2,-14.948
CN(Cc1ccncc1)C1CCC(C)(C)C1[NH3+],CN(Cc1ccncc1)C1CCC(C)(C)C1[NH3+],-0.21549
CCc1c(C)c2ccc3c(c2oc1=O)C[NH+](Cc1ccc2c(c1)OCO2)CO3,CCc1c(C)c2ccc3c(c2oc1=O)C[NH+](Cc1ccc2c(c1)OCO2)CO3,0.55644
CCOc1cc2c(cc1NC(=O)c1cn3cccnc3n1)OC(C)C2,CCOc1cc2c(cc1NC(=O)c1cn3cccnc3n1)OC(C)C2,3.4469
CN(CC1CC1)C(=O)NCC(C)(C)c1ccc(Cl)cc1,CN(CC1CC1)C(=O)NCC(C)(C)c1ccc(Cl)cc1,2.5339
CCc1cc(C#N)c(NC(=O)CCC(=O)N(CC)CC)s1,CCc1cc(C#N)c(NC(=O)CCC(=O)N(CC)CC)s1,0.25357
CCc1onc(C)c1NC(=O)NCC1CC[NH+](CC(F)(F)F)C1,CCc1onc(C)c1NC(=O)NCC1CC[NH+](CC(F)(F)F)C1,-2.9751
Cn1nc(C(F)(F)F)cc1N=C=S,Cn1nc(C(F)(F)F)cc1N=C=S,-13.635
Cc1cccc(C(=O)NCC(O)c2ccc(F)cc2)c1O,Cc1cccc(C(=O)NCC(O)c2ccc(F)cc2)c1O,1.7845
